School Name,Suburb,State,Postcode,Type,Sector,ACARA ID
Eaglehawk North Primary School,Eaglehawk,VIC,3556,Primary,Gov,44278
Eaglehawk Primary School,Eaglehawk,VIC,3556,Primary,Gov,44058
Eaglehawk Secondary College,Eaglehawk,VIC,3556,Secondary,Gov,45381
Earlwood Public School,Earlwood,NSW,2206,Primary,Gov,41015
Earnshaw State College,Banyo,QLD,4014,Combined,Gov,47631
East Adelaide School,St Peters,SA,5069,Primary,Gov,50333
East Ayr State School,Ayr,QLD,4807,Primary,Gov,46938
East Beechboro Primary School,Beechboro,WA,6063,Primary,Gov,48646
East Bentleigh Primary School,Bentleigh East,VIC,3165,Primary,Gov,44864
East Brisbane State School,East Brisbane,QLD,4169,Primary,Gov,46926
East Butler Primary School,Butler,WA,6036,Primary,Gov,48777
East Devonport Primary School,East Devonport,TAS,7310,Primary,Gov,40188
East Doncaster Secondary College,Doncaster East,VIC,3109,Secondary,Gov,45377
East Fremantle Primary School,Fremantle,WA,6160,Primary,Gov,48370
East Gippsland Specialist School,Bairnsdale,VIC,3875,Special,Gov,45256
East Hamersley Primary School,Hamersley,WA,6022,Primary,Gov,48647
East Hamilton Hill Primary School,Hamilton Hill,WA,6163,Primary,Gov,48385
East Hills Boys High School,Panania,NSW,2213,Secondary,Gov,41562
East Hills Girls Technology High School,Panania,NSW,2213,Secondary,Gov,41561
East Hills Public School,Panania,NSW,2213,Primary,Gov,41437
East Kalgoorlie Primary School,Kalgoorlie,WA,6430,Primary,Gov,48406
East Kenwick Primary School,Kenwick,WA,6107,Primary,Gov,48651
East Kimberley College,Kununurra,WA,6743,Combined,Gov,48214
East Launceston Primary School,East Launceston,TAS,7250,Primary,Gov,40154
East Loddon P-12 College,Dingee,VIC,3571,Combined,Gov,45299
East Maddington Primary School,Maddington,WA,6109,Primary,Gov,48603
East Manjimup Primary School,Manjimup,WA,6258,Primary,Gov,48581
East Marden Primary School,Campbelltown,SA,5074,Primary,Gov,49577
East Narrogin Primary School,Narrogin,WA,6312,Primary,Gov,48467
East Para Primary School,Para Hills,SA,5096,Primary,Gov,49605
East Preston Islamic College,Preston,VIC,3072,Combined,Non-Gov,46349
East Tamar Primary School,Mayfield,TAS,7248,Primary,Gov,50708
East Torrens Primary School,Hectorville,SA,5073,Primary,Gov,49544
East Ulverstone Primary School,Ulverstone,TAS,7315,Primary,Gov,40195
East Victoria Park Education Support Centre,East Victoria Park,WA,6101,Special,Gov,48827
East Victoria Park Primary School,East Victoria Park,WA,6101,Primary,Gov,48527
East Waikiki Primary School,Cooloongup,WA,6168,Primary,Gov,48680
East Wanneroo Primary School,Wanneroo,WA,6065,Primary,Gov,48608
Eastbourne Primary School,Capel Sound,VIC,3939,Primary,Gov,45037
Eastern Creek Public School,Eastern Creek,NSW,2766,Primary,Gov,41625
Eastern Fleurieu R-12 School,Strathalbyn,SA,5255,Combined,Gov,49357
Eastern Fleurieu R-12 School - Ashbourne R-6 Campus,Ashbourne,SA,5157,Combined,Gov,49274
Eastern Fleurieu R-12 School - Langhorne Creek R-6 Campus,Langhorne Creek,SA,5255,Combined,Gov,49208
Eastern Fleurieu R-12 School - Milang R-6 Campus,Milang,SA,5256,Combined,Gov,49233
Eastern Fleurieu R-12 School - Strathalbyn R-6 Campus,Strathalbyn,SA,5255,Combined,Gov,49310
Eastern Goldfields College,Kalgoorlie,WA,6430,Secondary,Gov,40763
Eastern Goldfields Education Support Centre,Kalgoorlie,WA,6430,Special,Gov,48832
Eastern Hills Senior High School,Mount Helena,WA,6082,Secondary,Gov,48127
Eastern Ranges School,Ferntree Gully,VIC,3156,Special,Gov,45156
Eastlakes Public School,Eastlakes,NSW,2018,Primary,Gov,41109
Eastside Lutheran College,Warrane,TAS,7018,Combined,Non-Gov,40039
Eastwood Heights Public School,Eastwood,NSW,2122,Primary,Gov,41275
Eastwood Primary School,Ringwood East,VIC,3135,Primary,Gov,44799
Eastwood Primary School-Eastwood Deaf Facility,Ringwood East,VIC,3135,Primary,Gov,52135
Eastwood Public School,Eastwood,NSW,2122,Primary,Gov,41317
Eaton College,Mount Louisa,QLD,4814,Special,Non-Gov,52972
Eaton Community College,Eaton,WA,6232,Secondary,Gov,48248
Eaton Primary School,Eaton,WA,6232,Primary,Gov,48359
Eatons Hill State School,Eatons Hill,QLD,4037,Primary,Gov,46803
Ebenezer Christian College,Prospect,NSW,2148,Combined,Non-Gov,43731
Ebenezer Public School,Ebenezer,NSW,2756,Primary,Gov,41626
Ebor Public School,Ebor,NSW,2453,Primary,Gov,42438
ECG Secondary College,Warragul,VIC,3820,Special,Non-Gov,40835
ECG Secondary College - Dandenong Campus,Dandenong,VIC,3175,Special,Non-Gov,53318
ECG Secondary College - Leongatha Campus,Leongatha,VIC,3953,Special,Non-Gov,51527
ECG Secondary College - Pakenham Campus,Pakenham,VIC,3810,Special,Non-Gov,51486
ECG Secondary College - Pakenham Senior Campus,Pakenham,VIC,3810,Special,Non-Gov,53489
Echuca College,Echuca,VIC,3564,Secondary,Gov,40434
Echuca East Primary School,Echuca,VIC,3564,Primary,Gov,44494
Echuca Primary School,Echuca,VIC,3564,Primary,Gov,44056
Echuca Twin Rivers Primary School,Echuca,VIC,3564,Primary,Gov,52585
Echuca Twin Rivers Specialist School,Echuca,VIC,3564,Special,Gov,45152
Echunga Primary and Preschool,Echunga,SA,5153,Primary,Gov,49159
Eddystone Primary School,Heathridge,WA,6027,Primary,Gov,48676
EDEN College,Macquarie Fields,NSW,2564,Special,Non-Gov,50501
Eden Hill Primary School,Eden Hill,WA,6054,Primary,Gov,48360
Eden Hills Primary School,Eden Hills,SA,5050,Primary,Gov,49160
Eden Marine High School,Eden,NSW,2551,Secondary,Gov,42927
Eden Public School,Eden,NSW,2551,Primary,Gov,42761
Edenbrook Secondary College,Pakenham,VIC,3810,Secondary,Gov,52921
Edenhope College,Edenhope,VIC,3318,Combined,Gov,45222
Edens Landing State School,Edens Landing,QLD,4207,Primary,Gov,46620
Edensor Park Public School,Edensor Park,NSW,2176,Primary,Gov,41513
Edgars Creek Primary School,Wollert,VIC,3750,Primary,Gov,52912
Edgars Creek Secondary College,Wollert,VIC,3750,Secondary,Gov,52591
Edge Hill State School,Edge Hill,QLD,4870,Primary,Gov,46579
Edgeware School,Hurlstone Park,NSW,2193,Special,Gov,41128
Edgewater Primary School,Edgewater,WA,6027,Primary,Gov,48663
Edgeworth Heights Public School,Edgeworth,NSW,2285,Primary,Gov,42021
Edgeworth Public School,Edgeworth,NSW,2285,Primary,Gov,41989
Edi Upper Primary School,Edi Upper,VIC,3678,Primary,Gov,44277
Edinburgh College,Lilydale,VIC,3140,Combined,Non-Gov,46222
Edinburgh College (Primary Campus),Lilydale,VIC,3140,Combined,Non-Gov,46225
Edith Creek Primary School,Edith Creek,TAS,7330,Primary,Gov,40212
Edithvale Primary School,Edithvale,VIC,3196,Primary,Gov,44654
Edmondson Park College,Edmondson Park,NSW,2174,Primary,Non-Gov,53293
Edmondson Park Public School,Edmondson Park,NSW,2174,Primary,Gov,53156
Edmund Rice College,West Wollongong,NSW,2500,Secondary,Non-Gov,43663
Edmund Rice Flexi School,Elizabeth,SA,5112,Special,Non-Gov,52976
Edmund Rice Flexi School - Davoren Park Campus,Davoren Park,SA,5113,Special,Non-Gov,53080
Edney Primary School,High Wycombe,WA,6057,Primary,Gov,48695
EdSpace,Benalla,VIC,3672,Special,Non-Gov,40818
Edu Space Redcliffe,Redcliffe,QLD,4020,Secondary,Non-Gov,53281
Edward Public School,Deniliquin,NSW,2710,Primary,Gov,42676
Edwardstown Primary School,Melrose Park,SA,5039,Primary,Gov,49162
Eglinton Beach Primary School,Eglinton,WA,6034,Primary,Gov,53257
Eglinton Public School,Eglinton,NSW,2795,Primary,Gov,42976
Eidsvold State School,Eidsvold,QLD,4627,Combined,Gov,46794
Eight Mile Plains State School,Eight Mile Plains,QLD,4113,Primary,Gov,46420
Eildon Primary School,Eildon,VIC,3713,Primary,Gov,44674
Eileen O'Connor Catholic College,Lewisham,NSW,2049,Special,Non-Gov,52049
Eimeo Road State School,Rural View,QLD,4740,Primary,Gov,46777
El Arish State School,El Arish,QLD,4855,Primary,Gov,47258
Elands Public School,Elands,NSW,2429,Primary,Gov,42206
Elanora Heights Public School,Elanora Heights,NSW,2101,Primary,Gov,41280
Elanora State High School,Elanora,QLD,4221,Secondary,Gov,47560
Elanora State School,Elanora,QLD,4221,Primary,Gov,47336
Elderslie High School,Elderslie,NSW,2570,Secondary,Gov,41597
Elderslie Public School,Elderslie,NSW,2570,Primary,Gov,41526
Eleebana Public School,Eleebana,NSW,2282,Primary,Gov,42013
Elermore Vale Public School,Wallsend,NSW,2287,Primary,Gov,42022
Elevation Secondary College,Craigieburn,VIC,3064,Secondary,Gov,52779
Elimbah State School,Elimbah,QLD,4516,Primary,Gov,46962
Elisabeth Murdoch College,Langwarrin,VIC,3910,Secondary,Gov,45506
Elizabeth College,North Hobart,TAS,7000,Secondary,Gov,40444
Elizabeth Downs Primary School,Elizabeth Downs,SA,5113,Primary,Gov,49529
Elizabeth East Primary School,Elizabeth East,SA,5112,Primary,Gov,49527
Elizabeth Grove Primary School,Elizabeth Grove,SA,5112,Primary,Gov,49500
Elizabeth Macarthur High School,Narellan,NSW,2567,Secondary,Gov,41610
Elizabeth North Primary School,Elizabeth North,SA,5113,Primary,Gov,49492
Elizabeth Park Primary School,Elizabeth Park,SA,5113,Primary,Gov,49530
Elizabeth South Primary School,Elizabeth South,SA,5112,Primary,Gov,49405
Elizabeth Vale Primary School,Elizabeth Vale,SA,5112,Primary,Gov,49531
Ellalong Public School,Ellalong,NSW,2325,Primary,Gov,41887
Ellen Stirling Primary School,Ellenbrook,WA,6069,Primary,Gov,48781
Ellenbrook Christian College,Ellenbrook,WA,6069,Combined,Non-Gov,49117
Ellenbrook Primary School,Ellenbrook,WA,6069,Primary,Gov,48735
Ellenbrook Secondary College,Ellenbrook,WA,6069,Secondary,Gov,48256
Ellerston Public School,Ellerston,NSW,2337,Primary,Gov,41888
Elliminyt Primary School,Elliminyt,VIC,3250,Primary,Gov,44397
Ellinbank Primary School,Ellinbank,VIC,3821,Primary,Gov,44438
Elliott Heads State School,Elliott Heads,QLD,4670,Primary,Gov,47112
Elliott School,Elliott,NT,862,Combined,Gov,50088
Ellison Public School,Springwood,NSW,2777,Primary,Gov,41768
Elliston Area School,Elliston,SA,5670,Combined,Gov,49163
Elmore Primary School,Elmore,VIC,3558,Primary,Gov,44302
Elonera Montessori School,Mount Ousley,NSW,2519,Combined,Non-Gov,43956
Elouera Special School,Cootamundra,NSW,2590,Special,Non-Gov,43745
Elphinstone Primary School,Elphinstone,VIC,3448,Primary,Gov,44059
Elsternwick Primary School,Brighton,VIC,3186,Primary,Gov,44519
Eltham College,Research,VIC,3095,Combined,Non-Gov,46232
Eltham College - Lonsdale Street Campus,Melbourne,VIC,3000,Combined,Non-Gov,46233
Eltham East Primary School,Eltham,VIC,3095,Primary,Gov,44897
Eltham High School,Eltham,VIC,3095,Secondary,Gov,45382
Eltham North Primary School,Eltham North,VIC,3095,Primary,Gov,44723
Eltham Primary School,Eltham,VIC,3095,Primary,Gov,44057
Eltham Public School,Eltham,NSW,2480,Primary,Gov,42208
Elwood College,Elwood,VIC,3184,Secondary,Gov,45383
Elwood Primary School,Elwood,VIC,3184,Primary,Gov,44680
Emanuel School,Randwick,NSW,2031,Combined,Non-Gov,43957
Embleton Primary School,Embleton,WA,6062,Primary,Gov,48361
Emerald Christian College,Emerald,QLD,4720,Combined,Non-Gov,47962
Emerald North State School,Emerald,QLD,4720,Primary,Gov,47319
Emerald Primary School,Emerald,VIC,3782,Primary,Gov,44596
Emerald Secondary College,Emerald,VIC,3782,Secondary,Gov,45497
Emerald State High School,Emerald,QLD,4720,Secondary,Gov,47505
Emerald State School,Emerald,QLD,4720,Primary,Gov,46652
Emerson School,Dandenong,VIC,3175,Special,Gov,44909
Emerson School-Emerson Middle campus,Dandenong North,VIC,3175,Special,Gov,50551
Emerton Public School,Emerton,NSW,2770,Primary,Gov,41735
Emmanuel Anglican College,Ballina,NSW,2478,Combined,Non-Gov,43806
Emmanuel Catholic College,Success,WA,6164,Secondary,Non-Gov,49011
Emmanuel Catholic Primary School,Mount Pleasant,QLD,4740,Primary,Non-Gov,47649
Emmanuel Christian Community School,Girrawheen,WA,6064,Combined,Non-Gov,49055
Emmanuel Christian Community School - Casserley Avenue Campus,Girrawheen,WA,6064,Combined,Non-Gov,52486
Emmanuel Christian School,Rokeby,TAS,7019,Combined,Non-Gov,40270
Emmanuel College,Carrara,QLD,4211,Combined,Non-Gov,48094
Emmanuel College,Altona North,VIC,3025,Secondary,Non-Gov,45979
Emmanuel College - Notre Dame Campus,Point Cook,VIC,3030,Secondary,Non-Gov,45980
Emmanuel College Warrnambool - McAuley Campus,Warrnambool,VIC,3280,Secondary,Non-Gov,45637
Emmaus Catholic College,Kemps Creek,NSW,2178,Secondary,Non-Gov,43216
Emmaus Catholic Primary School,Mount Clear,VIC,3350,Primary,Non-Gov,46122
Emmaus Catholic Primary School,Sydenham,VIC,3037,Primary,Non-Gov,46101
Emmaus Catholic Primary School,Dayton,WA,6055,Primary,Non-Gov,53205
Emmaus Catholic School,Woodcroft,SA,5162,Primary,Non-Gov,49783
Emmaus Christian College,South Plympton,SA,5038,Combined,Non-Gov,49838
Emmaus Christian College -  Brooklyn Park Campus,Brooklyn Park,SA,5032,Combined,Non-Gov,52757
Emmaus Christian School,Dickson,ACT,2602,Combined,Non-Gov,49993
Emmaus College,Park Avenue,QLD,4701,Secondary,Non-Gov,47901
Emmaus College - Yaamba Road Campus,North Rockhampton,QLD,4701,Secondary,Non-Gov,40883
Emmaus College,Vermont South,VIC,3133,Combined,Non-Gov,45936
Emmaus College - Burwood Campus,Burwood,VIC,3125,Combined,Non-Gov,40862
Emmaus College - Junior School,Vermont South,VIC,3133,Combined,Non-Gov,53454
Emmaus College,Jimboomba,QLD,4280,Combined,Non-Gov,47658
Emmaville Central School,Emmaville,NSW,2371,Combined,Gov,42439
Empire Bay Public School,Empire Bay,NSW,2257,Primary,Gov,41889
Empire Vale Public School,Empire Vale,NSW,2478,Primary,Gov,42209
Emu Creek State School,East Greenmount,QLD,4359,Primary,Gov,46515
Emu Heights Public School,Emu Plains,NSW,2750,Primary,Gov,41740
Emu Park State School,Emu Park,QLD,4710,Primary,Gov,46729
Emu Plains Public School,Emu Plains,NSW,2750,Primary,Gov,41627
Encounter Lutheran College,Victor Harbor,SA,5211,Combined,Non-Gov,49861
Endeavour Christian College,Cooktown,QLD,4895,Combined,Non-Gov,50498
Endeavour College,Mawson Lakes,SA,5095,Secondary,Non-Gov,49857
Endeavour Education Support Centre,Port Kennedy,WA,6172,Special,Gov,48852
Endeavour Hills Specialist School,Endeavour Hills,VIC,3802,Special,Gov,53067
Endeavour Primary School,Port Kennedy,WA,6172,Primary,Gov,48736
Endeavour Sports High School,Caringbah,NSW,2229,Secondary,Gov,41170
Eneabba Primary School,Eneabba,WA,6518,Primary,Gov,48362
Enfield Primary School,Enfield,SA,5085,Primary,Gov,49392
Enfield Public School,Enfield,NSW,2136,Primary,Gov,41383
Engadine High School,Engadine,NSW,2233,Secondary,Gov,41172
Engadine Public School,Engadine,NSW,2233,Primary,Gov,41016
Engadine West Public School,Engadine,NSW,2233,Primary,Gov,41098
Enkindle Village School,Douglas,QLD,4814,Primary,Non-Gov,52737
Enkindle Village School - Wulguru Campus,Wulguru,QLD,4811,Primary,Non-Gov,53284
Enngonia Public School,Enngonia,NSW,2840,Primary,Gov,43065
Enoggera State School,Enoggera,QLD,4051,Primary,Gov,46421
EOC Broken Bay,Davidson,NSW,2085,Special,Non-Gov,53289
EOC Broken Bay - Lake Munmorah,Lake Munmorah,NSW,2259,Special,Non-Gov,53290
EOC Broken Bay - Narraweena,Narraweena,NSW,2099,Special,Non-Gov,53425
EOC Broken Bay - Pennant Hills,Pennant Hills,NSW,2120,Special,Non-Gov,53501
EOC Broken Bay - Wahroonga,Wahroonga,NSW,2076,Special,Non-Gov,53291
EOC Broken Bay - Woy Woy,Woy Woy South,NSW,2256,Special,Non-Gov,53424
Epenarra School,Wutunugurra,NT,872,Combined,Gov,50089
Eppalock Primary School,Axe Creek,VIC,3551,Primary,Gov,44356
Epping Boys High School,Eastwood,NSW,2122,Secondary,Gov,41353
Epping Heights Public School,Epping,NSW,2121,Primary,Gov,41274
Epping North Public School,North Epping,NSW,2121,Primary,Gov,41279
Epping Primary School,Epping,VIC,3076,Primary,Gov,44291
Epping Primary School-Greenbrook Campus,Epping,VIC,3076,Primary,Gov,45032
Epping Public School,Epping,NSW,2121,Primary,Gov,41208
Epping Secondary College,Epping,VIC,3076,Secondary,Gov,45384
Epping Views Primary School,Epping,VIC,3076,Primary,Gov,45267
Epping West Public School,Epping,NSW,2121,Primary,Gov,41209
Epsom Primary School,Epsom,VIC,3551,Primary,Gov,44460
Erasmus Primary School,Hawthorn,VIC,3122,Primary,Non-Gov,46331
Erina Heights Public School,Erina Heights,NSW,2260,Primary,Gov,41892
Erina High School,Erina,NSW,2250,Secondary,Gov,42109
Erindale College,Wanniassa,ACT,2903,Secondary,Gov,40320
Ermington Public School,West Ryde,NSW,2114,Primary,Gov,41210
Ermington West Public School,Ermington,NSW,2115,Primary,Gov,41700
Ernabella Anangu School,Ghan,SA,872,Combined,Gov,49575
Eromanga State School,Eromanga,QLD,4480,Primary,Gov,47054
Errington Special Education Centre,Plympton,SA,5038,Special,Gov,49644
Erskine Park High School,Erskine Park,NSW,2759,Secondary,Gov,41845
Erskineville Public School,Erskineville,NSW,2043,Primary,Gov,41093
Eschol Park Public School,Eschol Park,NSW,2558,Primary,Gov,41509
Esk State School,Esk,QLD,4312,Primary,Gov,46553
Eskdale Primary School,Eskdale,VIC,3701,Primary,Gov,44454
Esperance Anglican Community School,Esperance,WA,6450,Secondary,Non-Gov,49146
Esperance Christian School,Esperance,WA,6450,Primary,Non-Gov,49046
Esperance Education Support Centre,Esperance,WA,6450,Special,Gov,48848
Esperance Primary School,Esperance,WA,6450,Primary,Gov,48363
Esperance Senior High School,Esperance,WA,6450,Secondary,Gov,48128
Essendon Keilor College,Essendon,VIC,3040,Secondary,Gov,40433
Essendon Keilor College-Niddrie Campus,Airport West,VIC,3042,Secondary,Gov,45544
Essendon North Primary School,Essendon North,VIC,3041,Primary,Gov,44695
Essendon Primary School,Essendon,VIC,3040,Primary,Gov,44093
Essex Heights Primary School,Mount Waverley,VIC,3149,Primary,Gov,44900
Estella Public School,Wagga Wagga,NSW,2650,Primary,Gov,52931
ET Australia Secondary College,Gosford,NSW,2250,Special,Non-Gov,50559
ET Australia Secondary College Senior Campus,Gosford,NSW,2250,Special,Non-Gov,53004
Eton Farm Primary School,Serpentine,WA,6125,Primary,Non-Gov,52855
Eton State School,Eton,QLD,4741,Primary,Gov,46625
Ettalong Public School,Ettalong Beach,NSW,2257,Primary,Gov,41894
Euabalong West Public School,Euabalong West,NSW,2877,Primary,Gov,42566
Eudlo State School,Eudlo,QLD,4554,Primary,Gov,46847
Eudunda Area School,Eudunda,SA,5374,Combined,Gov,49440
Eugowra Public School,Eugowra,NSW,2806,Primary,Gov,42978
Eulo State School,Eulo,QLD,4491,Primary,Gov,46568
Eumundi State School,Eumundi,QLD,4562,Primary,Gov,46854
Eumungerie Public School,Eumungerie,NSW,2822,Primary,Gov,42979
Eungai Public School,Eungai Creek,NSW,2441,Primary,Gov,42210
Eungella State School,Eungella,QLD,4757,Primary,Gov,47115
Eureka Public School,Eureka,NSW,2480,Primary,Gov,42211
Euroa Primary School,Euroa,VIC,3666,Primary,Gov,44345
Euroa Secondary College,Euroa,VIC,3666,Secondary,Gov,45385
Eurongilly Public School,Eurongilly,NSW,2663,Primary,Gov,42567
Euston Public School,Euston,NSW,2737,Primary,Gov,42980
Evandale Primary School,Evandale,TAS,7212,Primary,Gov,40150
Evans High School,Blacktown,NSW,2148,Secondary,Gov,41823
Evans River Community School,Evans Head,NSW,2473,Combined,Gov,42212
Evanston Gardens Primary School,Evanston Gardens,SA,5116,Primary,Gov,49170
